ECG_R_Peaks,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,QRS,RR Interval
5.134938643,-0.538981977,-1.792963184,-1.289535067,-0.648391496,16,234
5.164072583,-0.346000446,-0.963249509,-1.02247827,-0.401936756,17,233
6.010408859,0.194098185,-1.012034159,-0.66547264,0.661458652,42,480
5.152795318,0.22621672,-1.158279098,-0.768162988,-0.017800481,16,238
6.247847755,0.461965236,-0.161552078,0.279042327,1.243921249,17,246
6.117749084,0.343852922,-0.45632428,-0.106994975,0.788383626,18,482
5.706439226,0.28104964,-0.337651491,-0.772187831,0.203537899,16,477
5.319492375,-0.420683132,-1.44964453,-1.571840553,-0.384138627,17,486
4.70971509,-0.715149956,-1.373150957,-1.237254313,-0.485773239,16,243
0.859015285,-0.767589993,-1.796171192,-3.506207266,-0.564391062,22,474
5.058479154,-0.264897598,-1.975510274,-1.478750673,-0.401033263,17,234
4.827793284,-0.559683395,-1.520483422,-1.387417481,-0.951450751,18,245
3.472143972,0.490505155,-0.551407912,-3.658624987,-0.296947911,52,242
6.267554801,-0.738878076,-0.963839512,-1.859602561,0.174847438,73,466
5.419284746,-0.035330226,-0.503455195,-0.840263783,0.981122635,45,487
6.59725615,1.145392897,-0.071734587,0.317142405,0.939324573,16,241
2.490321073,0.22551796,-0.40408995,-0.389568949,0.436430728,61,469
4.822457636,-0.491076219,-1.357091934,-1.613051062,-0.532810134,16,482
5.875870043,-0.101075631,-0.773713373,-0.996340314,0.262805158,16,238
6.023794801,0.783319273,-0.975881292,-0.737668587,0.59055951,16,233
5.857551538,0.160202825,-0.965562954,-1.174898981,0.102839129,17,230
3.459968501,0.387886348,-0.336820168,-1.629451367,-0.518856556,40,239
5.477316764,0.076570954,-1.615805626,-1.551232942,0.204343803,17,233
5.866264169,0.431358046,-0.788847007,-0.924569735,0.207792786,16,240
5.439537631,0.281308788,-0.836905518,-0.826828908,0.200662166,17,473
6.003478076,-0.258063797,-1.081380774,-0.518299453,-0.017143451,16,232
5.605409069,-0.927347586,-1.539854874,-1.800014711,-0.37703537,16,238
5.365017197,-0.194368036,-1.69877798,-1.377718833,-0.605508015,17,251
6.164545693,-1.400815446,-2.172862833,-1.939234567,-1.305154277,39,239
4.402855397,-1.371184685,-2.627890758,-2.552389279,-1.01822919,17,470
1.672335482,-0.170890796,-0.405150523,-2.795058375,3.509765069,27,227
4.892973146,-0.727550416,-1.850194566,-2.235713655,-0.879461398,16,243
5.653198618,-0.01595752,-1.500775223,-0.800315588,0.024323367,17,241
6.171655134,0.140257897,-0.97956097,-0.618759727,0.558860594,16,236
5.690698285,0.263915153,-0.302979218,-0.608681824,0.966608545,17,228
4.521963501,0.184139567,-1.147710744,-0.371133508,0.09046713,27,475
6.123510252,0.443124242,-0.140922149,0.10267831,0.755285103,17,471
5.545108492,0.152365046,-0.923332553,-1.082438179,-0.030417167,18,239
5.793043022,0.332554773,-0.956457716,-0.636109721,0.219378644,17,238
5.926464386,-0.038837111,-1.851263739,-1.23469855,-0.296969384,16,469
5.619780162,-0.227020368,-1.755996338,-1.667459219,-0.430824285,16,234
8.774937818,0.837736658,-0.802519974,-0.743410587,-0.56744499,18,467
5.117091786,-0.800775374,-2.146130087,-2.55472749,-0.869864161,17,485
5.926271472,0.068071133,-1.296698965,-1.501881807,-0.02426117,16,239
6.233373394,-0.441978698,-0.73606608,-0.797672804,-0.393549953,43,231
6.005823159,0.154818212,-1.789633638,-2.102433615,-0.059731405,16,241
5.943321329,-0.115949519,-1.27821166,-1.771062198,0.252177794,16,489
6.268971887,-0.410435661,-1.406696778,-1.811521195,-0.191793991,17,245
6.826907248,0.480094713,-0.475848856,-0.979196833,0.906904149,17,245
6.897836722,0.758032498,-0.88292409,-0.842200174,0.404458696,17,491
6.699907492,-0.155012676,-0.838222028,-1.243831938,0.470335065,16,245
6.362154311,0.151747197,-1.301420542,-1.314504826,-0.297169779,17,249
6.055004697,-0.040943885,-1.3927577,-1.652784459,-0.31950785,16,486
5.979758008,-0.266090541,-1.500726033,-2.155434311,-0.689925392,17,249
5.961188273,0.048007441,-1.674301975,-1.4058498,-0.02418498,17,256
5.879501205,0.293551689,-1.427297418,-1.192166106,0.024878872,17,251
5.85266818,0.210773145,-1.575510063,-1.573646312,-0.172924287,16,491
6.159441575,-0.18599983,-1.564553145,-1.463681836,-0.380175536,17,249
5.910059672,-0.239387409,-1.398697714,-1.626398062,-0.337370027,17,255
6.048134877,-0.024639181,-1.124525,-1.597720495,-0.16506259,17,260
6.432191992,0.048972719,-1.449271574,-1.422104489,0.346921322,16,489
0.807552301,-0.050438102,-2.04927532,-2.477758266,1.362825949,13,496
3.199202194,0.093987829,-0.128436167,-0.796257401,0.324992504,26,242
6.884286568,0.536914747,-0.563196137,-1.170557921,0.398105909,17,251
2.786361332,-0.038546385,-0.337471461,-1.063142655,0.058042591,66,248
4.801892945,0.315374381,-0.156394719,1.033057709,1.396137581,18,248
5.299655946,0.44217719,-0.907372788,-1.082804929,0.088596936,16,249
5.563327703,0.417857907,-1.339265979,-1.345954498,-0.018149416,17,252
3.343140476,0.331490789,-0.402556571,-1.378979479,0.342755404,34,249
5.0624786,0.159292868,-1.570604954,-1.859585493,0.105400267,17,252
4.942547124,0.07051526,-1.11938983,-1.41328403,0.124841551,17,243
5.698192138,0.552270023,-0.980863693,-1.199985641,0.249680238,17,247
4.76253491,-0.119215294,-1.216693258,-1.34972855,-0.434608212,19,253
4.938156447,-0.028130625,-1.66383536,-1.735625572,-0.18402394,17,243
4.658306603,0.022258535,-0.997375393,-1.289660931,-0.391820588,17,248
5.403106371,-0.077429608,-0.908796692,-1.100346465,0.230295112,17,251
2.256337985,1.503015998,1.66772726,-0.961219997,0.687088126,18,499
5.737131499,0.477037917,-1.035765223,-1.029524968,0.311343669,17,254
6.169400813,0.254565908,-0.302372969,-2.832172315,0.89321263,24,246
5.636922024,0.257343473,-0.837447808,-1.034148921,0.049487524,21,260
5.871182557,-0.079388305,-0.706757266,-0.976586722,-0.135259441,16,258
5.702863994,-0.017693806,-0.440710607,-0.852532798,0.438096924,17,253
5.931231823,0.138939945,-0.566563305,-1.169385415,0.444701355,16,256
5.280062083,0.264214394,-1.364468033,-1.511628443,0.183383182,17,242
5.216838453,0.153437298,-0.810651547,-1.205226184,0.516670226,16,250
5.34773756,-0.146703357,-0.559679178,-0.858197199,0.086756892,17,252
6.009356795,0.347409769,-1.106128496,-1.4558658,0.052270846,16,252
6.873246012,0.151273287,-0.986947068,-2.022919761,-0.079768123,15,253
6.733384093,0.405360609,-1.10673529,-1.634926356,0.081072939,16,252
6.603884466,0.380867632,-1.414910162,-1.927072456,0.018972894,16,248
6.144771835,0.466704277,-0.605712829,-1.302656211,0.057364247,16,253
5.974172169,-0.029843247,-1.015115578,-1.075683387,0.429028229,16,255
5.929037566,0.18716236,-0.84905126,-1.256662082,-0.200139567,15,252
3.680573653,1.828117146,1.151890193,-0.611052165,1.805981739,24,256
5.57773223,0.251105978,-1.046866571,-1.277707947,-0.095430298,17,247
5.812578871,-0.176252015,-0.871150858,-1.41884336,0.396961909,16,253
5.381815723,-0.1993596,-0.739377092,-1.089680782,0.220764864,17,250
2.747340762,-0.002009446,-0.424390336,-1.656268575,0.278271667,23,257
4.888307613,-0.078845438,-1.007055258,-1.552800421,-0.136098119,16,256
4.858090916,0.015004364,-1.14417384,-1.563167509,-0.200116649,16,261
4.967357483,0.150631352,-1.302873336,-1.531929431,0.068084759,17,252
4.861375109,0.125128068,-1.217639729,-1.680659487,-0.081937717,15,250
5.479718397,-0.351799678,-0.572255219,-1.682200612,0.387077379,17,260
5.080830125,0.086385005,-0.998664562,-1.209616104,0.243889001,16,249
6.037592873,-0.096113424,-1.271640044,-1.357298186,0.796681521,16,489
6.075831879,-0.244165328,-0.909244633,-1.138820113,0.109455035,17,252
6.141700868,-0.128699453,-0.773182773,-1.328451996,0.180772661,17,256
6.206098076,0.147386018,-0.679851172,-1.60811667,0.580524169,17,252
6.123979164,-0.538729131,-1.190872781,-1.952781393,-0.465191109,16,259
6.369313939,0.188142486,-1.023277902,-1.525475378,0.297763885,17,263
6.221921377,-0.00614832,-1.089208413,-1.819538169,0.344157785,16,256
6.101492284,0.051621597,-0.877058022,-1.616157117,0.464489339,17,255
2.240619452,0.061224411,-0.562698747,-2.786511978,1.413090633,66,258
6.181299455,-0.198591109,-0.791988769,-1.603993765,0.277996751,16,254
1.780272011,1.942798213,0.35432821,-0.855183238,0.74839441,30,256
4.255461153,0.220420715,-0.214978961,-0.844270989,0.292313484,42,257
3.246612662,0.530905491,-0.068559055,-1.978522129,2.890108482,26,262
5.104825173,0.25479763,-1.52237541,-1.335294471,0.271783153,17,262
5.433876823,0.321649674,-1.120319828,-1.240098576,-0.015797007,17,272
4.978123837,-0.431417992,-0.702232405,-1.780803583,-0.490257461,53,263
5.381846121,0.598264517,-0.654297447,-0.869201622,0.39745426,15,267
5.74916091,0.300631333,-1.041591103,-1.388639247,0.037320282,16,258
5.714142858,0.317059347,-0.669622023,-1.264683744,-0.019683082,16,261
5.486689415,0.272350778,-0.744143962,-1.367132855,-0.002308456,17,259
5.97357334,0.135411134,-1.155374464,-1.476223562,-0.253496893,17,263
6.46674216,0.815199011,-0.347501279,-0.7097468,0.792303658,16,254
6.646933273,0.713625126,-0.641146185,-0.993126433,0.639019686,16,256
3.465902864,0.170019538,-0.193376976,-1.494522075,-0.424863616,42,261
5.868353107,-0.082752861,-0.542773246,-1.471432348,-0.072506998,17,270
6.103451009,-0.04985917,-1.266864128,-1.677374169,-0.241785893,17,258
6.573050386,0.707650441,-0.520664819,-1.387623289,0.981537183,17,261
6.494039995,0.445309945,-0.966331633,-1.206962615,0.233323571,17,253
6.670965808,0.37073122,-1.643602957,-0.856351348,-0.170854278,15,255
6.071421927,0.217321581,-0.717799768,-1.432660523,0.50777184,16,258
6.386506927,0.153059631,-1.089699664,-1.253152556,0.116226999,15,253
6.12905604,0.394809585,-0.879709912,-1.105963838,0.094333975,17,268
6.0038785,0.236046117,-0.515901416,-1.448546017,0.013592783,16,263
5.942542175,0.367705948,-0.831369204,-1.326542919,0.585815752,15,263
5.706842307,0.009516792,-0.554158509,-0.803394027,0.323135112,17,258
5.551951601,-0.077132663,-0.765043367,-1.026685933,0.388257918,16,255
5.93597004,0.553060264,-0.69288629,-1.221070898,0.550119272,16,261
5.932694367,0.633030789,-0.53906463,-1.011140692,0.289934231,17,263
5.340353214,0.072090361,-1.176509546,-1.084997374,-0.096865219,16,263
5.378921737,0.196787299,-1.239406888,-1.282998923,-0.040973063,17,257
5.177164441,0.200868009,-0.776173402,-1.074114398,-0.088300032,18,261
4.486639002,0.165577963,-0.551509372,-1.240687802,0.303312626,17,258
3.467979843,0.589185993,-0.135693547,-2.347416784,-0.572348567,33,264
5.495466867,-0.092853874,-1.824149589,-1.980249226,-0.561674905,17,271
5.743635305,-0.425686315,-1.851675497,-2.064780599,-0.493029602,16,271
5.950841153,-0.335499392,-1.512216755,-2.120914535,-0.556144867,22,253
5.678999559,-0.256295728,-1.529248059,-1.977957657,-0.269420137,16,253
2.222634909,0.44018205,-0.656202738,-2.295080005,1.21731673,11,265
5.856152643,0.061169334,-1.607988679,-1.892839112,0.190216783,17,259
2.765618224,0.030705207,-0.133997231,-0.832755095,-0.189325927,26,264
5.904923792,0.282103306,-0.684788981,-1.381549177,0.000115312,17,266
5.372318578,0.228314781,-1.549056701,-1.674055677,0.253646108,17,262
5.875439673,0.400160693,-0.886266232,-1.27979008,0.132198482,17,260
6.031062983,0.185249658,-0.93008154,-1.347892851,-0.379830327,17,272
5.859845373,-0.24800457,-0.822326104,-1.126737032,0.180155811,17,264
5.159080648,0.096837027,-0.989064111,-1.426908587,0.286241946,18,261
6.305173787,-0.018605249,-1.308604835,-1.467848907,-0.045472154,15,262
6.530721316,0.269390914,-1.006447793,-1.826849585,0.408486847,16,260
6.320811419,-0.127464924,-0.613236046,-1.528706712,0.098795188,17,269
6.196585079,-0.029459877,-1.212661754,-1.911611724,-0.136513938,17,267
6.182450337,0.128574039,-0.982305729,-1.520375833,-0.240893255,16,268
5.888252922,0.069127538,-0.751489657,-1.408338825,0.124825401,18,274
6.19097218,0.330757515,-0.920189555,-1.233514605,0.231685491,17,260
6.05316958,0.271059788,-0.815271631,-1.222322434,0.032008576,21,258
5.918146494,0.33393928,-0.827963286,-0.902419054,0.316425114,17,267
6.185212917,0.606455626,-0.717596771,-1.144429203,0.23381748,16,267
6.031122381,0.681716701,-0.371090621,-0.928560649,0.321753181,17,269
5.736052531,0.210512032,-0.172744807,-0.627956788,0.609921556,17,269
5.767996351,0.755470654,-0.321190071,-0.380501419,0.392270634,19,270
6.170831764,0.132963642,-0.405937916,-0.827278454,0.800295823,16,269
7.303145572,0.331494869,-1.611775333,-1.08151688,-0.254747378,16,263
6.239244175,0.224564174,-1.235801397,-1.211193806,0.408963085,16,259
6.74924098,0.34765326,-0.906000659,-1.53963648,0.218514582,16,265
6.544725847,0.324130255,-0.070073298,-1.038253978,0.309259546,17,268
5.520277403,-0.175297731,-1.464490889,-1.806451087,-0.034248034,16,265
5.615383777,0.024499358,-1.451349344,-1.569037616,-0.075709424,16,262
5.584370401,-0.142448387,-0.71895963,-1.75016948,-0.140492407,16,258
5.542549535,-0.200679017,-1.550130611,-1.527885907,-0.514121151,17,263
5.778292912,0.13152406,-0.962958331,-1.475692001,0.087134529,17,269
5.435206514,-0.03086037,-0.685747771,-1.148330993,0.733393336,19,261
6.232277565,0.313245595,-0.802860405,-0.575585575,0.853439773,37,255
6.073172368,0.185042847,-0.696382385,-1.493032653,-0.053340203,16,258
6.320250814,0.14086716,-0.947504713,-1.589056423,-0.22719207,15,259
6.257942542,0.168427247,-1.029254854,-1.555776727,0.156979175,18,260
5.957124961,0.092563902,-0.594358691,-1.077600916,0.136280784,17,264
5.80346354,0.463764358,-1.229502569,-1.440846624,0.229031098,16,265
5.884936918,0.110140536,-1.129824046,-1.375753467,-0.10984925,18,265
3.623561794,-0.048401436,-0.831683991,-1.066888092,0.534957462,18,271
5.909674154,0.1780553,-1.646190058,-1.835609589,0.167777046,17,267
5.673933841,0.034554267,-0.813272204,-1.250298225,0.116576094,17,261
6.176125835,0.388425744,-1.292977041,-1.076425873,0.234030893,15,264
5.852953694,0.251425291,-1.101232152,-1.330602663,-0.055900536,17,267
5.83360984,-0.000460589,-1.196345862,-1.380418926,-0.304693132,17,263
5.657218876,-0.014736943,-1.024212007,-1.452454676,0.059706453,17,259
5.825347441,-0.366392094,-0.986597757,-1.462298191,-0.215058483,15,266
6.020427278,0.125365813,-0.460001412,-2.605929764,0.436076449,29,266
5.860782193,0.233603853,-0.913864955,-1.389523238,0.166679612,17,272
5.812039233,0.241693463,-0.853272334,-1.476494732,-0.047499742,17,261
5.877328118,0.080855712,-1.284889056,-1.454819756,-0.114947326,17,265
5.92621889,0.270983601,-1.610988356,-1.621518972,0.296716689,17,256
6.091339629,0.509526182,-1.177486084,-1.391863048,0.418267082,17,262
6.289001217,0.267530564,-0.895067195,-1.468035417,0.163472839,24,259
1.975037957,0.457264417,-0.032469132,-0.767935502,1.168520195,74,270
6.403916601,0.293990866,-1.105850157,-1.460940413,0.044161983,17,267
6.062408176,0.245946944,-1.00377396,-1.236248961,0.032702299,16,266
6.134261177,0.2011582,-0.939584863,-1.351887671,0.40461665,15,261
4.178394506,0.671730265,0.010385138,-0.811984874,-0.009056711,28,269
5.800258409,-0.061622495,-1.419530865,-1.611650475,-0.362716343,16,265
2.889907242,0.640685971,0.326013655,-0.44387079,0.563110534,27,398
0.623441811,-0.775529018,-0.679624807,-0.538560637,0.178728402,24,340
5.219212843,0.087818421,-0.461079732,-0.81509995,2.411116791,16,220
1.956274285,-0.0259724,-0.465332355,-0.936198644,-0.136458346,29,207
2.184820514,0.005551792,-0.592508899,-0.962186485,0.468697551,27,196
3.949571835,0.550191387,-0.172164091,-0.008757204,0.674153696,39,335
3.333879329,0.293691288,-0.180217476,0.299804803,1.176049237,35,422
6.575403452,-0.096951007,-1.173816145,-0.848625061,0.64927845,46,351
3.371594,-0.255018032,-0.460318311,-2.537830336,1.487177525,70,364
6.160287746,-0.308883535,-0.737298682,-0.993585165,0.943622418,19,331
3.86830408,0.093335883,-0.153954254,-1.214480337,-0.273286277,30,338
3.534051186,0.321579479,0.152622923,-0.16598415,0.883584406,37,405
3.575167907,0.18714369,-0.331686488,-0.068011638,0.722015191,26,197
2.520051768,-0.266780929,-0.708377439,-1.335492294,2.514932327,49,201
4.655528723,1.508241016,1.127904522,1.224872668,2.025911641,28,195
1.734721923,-0.582439127,-1.599180884,-1.863681205,-1.105976842,12,352
2.606024268,-0.935898359,-1.433558339,-1.337199503,-0.537886952,44,388
2.741427761,-0.068221856,-0.748307696,-0.722745304,-0.032674291,20,369
3.693290839,0.424141175,-0.221314158,-3.375579559,-0.320866795,52,364
4.395321598,0.423024674,-0.153428105,0.056359141,0.683685051,18,169
4.865105685,0.949937809,0.342134855,0.209812889,0.724961071,43,167
3.633902804,0.358673232,-0.080660004,-0.143133095,0.56324517,23,403
4.15250048,0.443487913,-0.066936569,-0.159731806,0.779221925,29,396
3.65903122,0.245953055,0.002047531,0.0119392,0.87871498,19,191
3.105107888,0.467587688,-0.175291891,-0.505063724,0.466527766,18,404
4.367550657,1.884297765,1.350641572,-0.827162889,1.226365541,25,209
3.769095556,0.624264022,0.085887497,-0.060165211,1.002407878,24,181
3.592931371,1.001175541,0.058200812,-0.060434976,0.694884729,21,196
2.983405684,0.076758271,-0.752079525,-0.645988011,0.004272063,26,381
3.767167104,0.486876172,-0.306055831,-0.201534812,0.541951225,26,186
3.993113942,0.52110451,-0.416230556,-0.303004324,0.12334536,19,186
5.055460217,0.352715086,0.090345406,-0.459338363,0.309006445,68,430
3.857553322,0.659220714,0.262830032,0.315095707,0.913634958,29,211
3.322560322,0.282271744,-0.437602507,-0.349851401,0.523680287,29,205
1.313648765,0.674112507,-2.466329161,-1.98724341,1.671812532,13,439
3.812063706,-0.173447003,-0.544161968,-0.756520711,0.61464405,18,404
3.414807595,0.325835038,-0.031962004,-0.205247166,0.750965741,30,203
3.24184985,0.026976727,-0.242358804,-0.204816364,0.334834064,52,203
3.504055493,-0.156053223,-0.528365974,-0.269483124,0.531454597,38,405
3.201129599,0.195374203,-0.130465152,-0.138426566,0.680116299,40,200
2.96035971,0.102792399,-0.295921249,-0.296587778,0.391383414,20,481
3.41001317,0.294335397,-0.451905122,-0.255867112,0.570506725,20,410
3.357140012,-0.116319044,-0.409502638,-0.076854433,0.29433321,48,200
3.256332199,0.177460006,-0.213062913,-0.208046674,0.570851322,41,204
3.276292941,0.056566867,-0.321564217,-0.283364474,0.42649154,19,392
6.018748545,0.0898556,-0.669262439,-0.762872813,0.011657019,65,202
5.177199595,-0.167368364,-0.863604614,-0.614142331,5.406580169,43,410
3.51454837,0.282687198,-0.085503209,-0.039882253,0.616162671,26,209
3.405391421,0.187398779,-0.154905318,-0.398110603,0.745591279,30,406
-0.524464875,0.573149268,-0.776650207,-0.954002185,-0.569663951,17,194
3.235147202,0.116883219,-0.38963568,-0.433690014,0.363292115,26,192
3.600307513,0.212326572,-0.360838936,-0.407102677,0.549535704,32,380
1.320562977,0.516202552,-1.592999117,0.800605749,1.282271635,12,217
2.847774767,-0.358438234,-0.729502862,-0.831482324,0.189640835,33,201
5.321315954,-0.040084353,-0.619773579,-1.379780215,0.434504075,27,403
3.404275259,0.044044062,-0.12249163,-0.162663911,0.666223401,42,219
5.297092866,-0.31401835,-1.472178018,-1.223797243,-0.55252604,17,416
3.639712538,0.11237889,-0.182123012,-0.068589324,0.982075771,18,209
3.49009739,0.21715708,-0.224051731,-0.354822824,0.47845962,32,458
3.438902965,0.182955799,-0.326220898,-0.251119739,0.817050297,37,219
3.377741391,0.128745301,-0.2078113,-0.164868363,0.5453817,42,345
4.125927161,0.154786202,-0.168956902,-0.454872757,0.222625226,33,478
3.050293682,0.262177538,-0.363933561,-0.226520154,0.650013737,30,224
3.496454594,0.00292787,-0.422643039,-0.384014916,0.289359173,31,411
3.04355048,-0.103218818,-0.260615332,-0.389618328,0.498948694,33,198
3.853618598,0.817021044,0.293276803,-2.357050369,0.37947464,47,418
3.126103456,-0.330334117,-0.496692896,-0.591922898,0.460092578,18,211
2.897099045,0.06438589,-1.178763386,-0.623213597,0.566194484,20,200
2.991727127,0.566194484,-0.719445328,-0.811105216,0.193874231,28,374
6.873934963,-0.30128608,-0.738149942,-1.231024216,-0.114884193,17,184
2.873924992,-0.017279787,-0.329161595,-0.608144241,0.173154635,25,192
3.619136082,-0.163739928,-0.598424147,-0.597918552,0.02590293,43,392
3.774258546,-0.020823965,-0.358776453,-0.25299357,0.552052463,36,187
2.944274867,0.052088293,-0.459184639,-0.477743531,0.226860117,19,184
2.966114348,-0.099288049,-0.573255803,-0.588338972,0.318118685,18,201
3.367378313,0.292930713,-0.24014702,-1.28583502,-0.629010022,57,210
2.931868552,0.142969199,-0.275993242,-0.178496162,0.499546186,42,214
5.328172658,-0.268630581,-0.599433919,-0.675026145,0.080472283,78,409
2.139705959,-0.067923973,-0.30030815,-0.25954965,0.378592643,44,201
1.598220691,-0.015822266,-0.238054933,-0.302253806,0.143486841,53,414
3.177381012,0.165317396,-0.410947624,-1.466857718,0.186870853,61,196
1.414938037,-0.11472219,-0.389835105,-0.492990436,0.095272683,41,190
3.715054845,0.738380958,0.035958992,-2.81134282,0.340426225,41,183
3.191262781,0.652665468,-0.44283859,-0.478366754,0.393519792,36,396
3.212750891,0.171324957,-0.140078774,-0.369992441,0.454870388,44,219
7.567486009,0.716684725,-0.395137647,-0.43228395,0.866428524,33,203
3.143255021,0.043153668,-0.515164434,-0.381928388,0.317211287,39,199
4.002113063,-0.065483176,-0.531905747,-0.414559007,0.162023062,30,385
5.410091389,-0.404028119,-0.743530215,1.52574785,1.926997958,33,184
2.915618548,0.167174887,-0.455939352,-0.285547833,0.288133551,36,196
3.55720358,0.000347036,-0.44833926,-0.469868285,0.238224448,25,372
5.334681638,0.122766975,-0.624106719,-1.108306967,0.636437272,23,183
2.612605859,0.129879656,-0.663100589,-0.449433763,0.110642223,24,176
3.562716965,-0.104667364,-0.845883318,-0.510443206,0.289254,28,395
3.036136033,0.177231022,-0.306015013,-0.358170653,0.378871221,34,206
3.099677362,0.046612148,-0.493214024,-0.53783782,0.249951684,31,198
3.105340166,-0.058126822,-0.68402185,-0.490701873,0.274319864,18,198
3.20121856,-0.006357472,-0.439972979,-0.448602706,0.308308641,33,192
3.0264956,0.168771605,-0.507214847,-0.463952801,0.497059041,19,198
3.582232329,0.129755835,-0.666836276,-0.487884714,0.176467325,32,389
3.179878556,0.028865841,-0.358864237,-0.36125336,0.520826004,31,205
2.985368046,-0.053438746,-0.399350273,-0.38249216,0.376182277,30,204
3.263436979,0.086103354,-0.518664703,-0.516315809,0.347312056,41,415
2.98732762,0.144896964,-0.045773251,-0.405705574,0.552290007,36,206
3.937004849,0.337398028,-0.439650876,-0.310328806,0.305043367,41,413
3.257098022,0.032868081,-0.261671082,-0.335254267,0.526095393,45,215
3.133947998,-0.085028357,-0.395477151,-0.355951665,0.469039606,55,436
3.138951045,-0.048360785,-0.316978369,-0.369438217,0.378748757,34,203
2.947238232,0.076469496,-0.620731173,-0.544645753,0.272658088,38,390
3.3933261,0.237321906,-0.210957522,-0.371603699,0.765386034,35,201
4.948344584,-0.65772175,-1.182440381,-1.212741421,-0.149749142,17,205
3.224320478,0.081466357,-0.389656285,-0.423048111,0.257845937,44,214
3.268211775,0.000847805,-0.280100978,-0.498729927,0.401321748,32,210
3.389921054,0.071083696,-0.17900729,-0.145188699,0.698331357,21,195
4.429176704,0.142208159,-0.308944051,-0.312332315,0.190449271,60,381
3.131695345,-0.076847028,-0.38713372,-0.286326063,0.455514893,44,206
3.096319874,0.099525283,-0.448100618,-0.406890081,0.331629682,29,407
3.508105666,0.092453406,-0.316749575,-0.34541475,0.590792443,32,195
3.178039488,0.222175999,-0.433639149,-0.37434949,0.699139935,41,203
2.423860326,0.055740901,-0.529138128,-1.046896261,0.320343284,32,419
3.34775194,0.008434936,-0.37577724,-0.432087685,0.588991355,19,216
3.151588094,-0.003549262,-0.32162911,-0.390612996,0.477897076,32,404
3.431985603,-0.030981363,-0.331009373,-0.298840063,0.496089044,19,199
3.008201309,-0.022271817,-0.391044612,-0.64223523,0.466927186,19,405
3.179050497,0.099961253,-0.412989003,-0.545808244,0.626962196,34,219
3.215048745,0.212164151,-0.187906111,-0.297700819,1.037658654,41,461
3.142319031,-0.061163588,-0.30197562,-0.321237256,0.582760775,18,200
3.961357481,0.142140584,-0.26194711,-0.483194905,0.157913796,32,400
3.1428179,0.10245177,-0.480378879,-0.315924996,0.650589479,33,208
3.60922447,0.063359221,-0.151065441,-0.149699868,0.718807685,41,211
4.635875043,-0.18817799,-0.889075516,1.477623567,3.84783784,20,211
3.359055182,0.106114259,-0.240493814,-0.28212516,0.576328725,33,212
3.020615471,0.345970445,-0.203189503,-0.365560077,0.445767922,32,403
3.594412422,0.226778369,-0.308619199,-0.222152057,0.934210886,33,200
3.212280509,0.16957107,-0.309189424,-0.365908914,0.617010764,33,206
3.214786407,0.119992644,-0.33093136,-0.261163666,0.34629434,33,396
6.881042843,0.438203129,2.41e-05,-2.427941181,0.822633905,43,201
3.149464698,0.189625333,-0.326017067,-0.32984204,0.615365625,31,188
3.290887841,0.045746541,-0.318576327,-0.391741401,0.387075206,29,436
3.45908891,0.107874155,-0.231059574,-0.328198871,0.701539353,40,213
3.209668777,0.170978433,-0.491859354,-0.399987695,0.442470363,40,411
3.445576468,-0.070943446,-0.513729019,-0.334566069,0.448051629,18,197
3.419948816,0.151011163,-0.337895773,-0.323857031,0.515121792,40,433
3.041138424,-0.02178338,-0.28427925,-0.214467709,0.546542792,44,228
3.244622856,0.219849489,-0.417310147,-0.400253651,0.457357297,40,216
3.19901536,-0.115208152,-0.386172637,-0.421871721,0.322216633,41,220
5.777765383,-0.047331789,-0.399822818,-1.106218316,3.016360999,16,219
4.153819597,-0.100375724,-0.476677934,-0.420788769,0.167603176,44,411
3.096636479,-0.026057598,-0.388918507,-0.4007283,0.684460249,40,216
3.03480921,0.244736677,-0.356447093,-0.302293551,0.473611945,32,440
3.411629312,0.170759749,-0.403856012,-0.379814693,0.551098764,41,204
3.143240742,-0.030652954,-0.54350811,-0.597468625,0.372985722,31,198
3.131308269,-0.033653076,-0.422299804,-0.548961436,0.334038088,44,404
3.267133224,0.122209792,-0.430172068,-0.506153648,0.42244599,43,355
5.715430657,-0.135020228,-1.725172473,-1.420030133,-0.921352832,14,473
3.327423128,0.202051739,-0.261432376,-0.181502974,0.517880919,32,395
5.003250434,0.382346333,-0.007930368,-0.229524225,1.026805846,79,375
3.4069822,0.298126904,-0.254076999,-0.138291607,0.674094858,26,194
3.45340622,0.257606961,-0.318989832,-0.406501606,0.303136159,24,409
3.133677485,-0.039078914,-0.44836985,-0.425830046,0.404713316,30,195
5.256131507,0.675962195,0.106667633,-0.63814307,2.498767992,14,205
3.078452821,-0.209666776,-0.341175406,-0.813508609,0.505429205,46,378
3.503570201,0.709213694,-0.141597635,-0.409525188,0.855947659,24,192
4.306167894,-0.1132286,-0.664059334,-1.483375305,0.365646038,22,371
3.292130362,0.513329605,-0.209489981,-0.222792657,0.608096343,18,370
2.877412083,0.005744209,-0.562980724,-0.539107459,0.279177004,26,362
3.89356805,0.385363638,-0.309499882,-0.270528241,0.338131094,39,394
3.379016133,0.238601957,-0.31015475,-0.327872191,0.530855499,33,198
3.509993908,-0.002567008,-0.27596724,0.393655365,1.148903157,25,184
